Adj Close,Close,High,Low,Open,Volume
0.0028256654356199175,0.0028256654356199175,0.0025787740248470656,0.0028941686254483814,0.002923884075292221,4.3144924063041694e-05
0.0024927959905784542,0.0024927959905784542,0.0024650009248027003,0.0024890848227179865,0.0028327777065276115,8.140091465623854e-05
0.0021928147709546287,0.0021928147709546287,0.0021731274953341946,0.0021947144894175694,0.0025013293625147674,9.119257226166671e-05
0.002335580044923094,0.002335580044923094,0.0021274835951621096,0.0022498443735306604,0.002203544896487407,8.818341480579805e-05
0.0022335458202596093,0.0022335458202596093,0.0020181756392509214,0.0022838229150367395,0.0023392527616537748,5.8882524078191254e-05
0.0022672536572143805,0.0022672536572143805,0.001962767343475441,0.002324508562626967,0.002248339077282371,5.18945885981061e-05
0.0026076617372343402,0.0026076617372343402,0.00231111517942174,0.0023148959452300687,0.0022786133774085216,0.00011165005611892068
0.0024802983043327124,0.0024802983043327124,0.0022563605439214255,0.00257179521244243,0.002619188600604048,7.041539569865717e-05
0.0023625991229167705,0.0023625991229167705,0.002129736114607987,0.002451623817917887,0.002491747328210953,5.955011766962202e-05
0.0022902549710414836,0.0022902549710414836,0.002043436079734367,0.0023541701827691176,0.002373088635163322,4.429604574865001e-05
0.0022406190616486342,0.0022406190616486342,0.001959820962113061,0.0023270018755487407,0.0022934266077144277,2.5970701389764123e-05
0.0020145606880138194,0.0020145606880138194,0.0019034475200627459,0.0020896262232011423,0.002252093026269883,5.04291878978379e-05
0.0019972160526063273,0.0019972160526063273,0.001744503426176827,0.0020680727434911122,0.0020239939209284394,7.574360746125013e-05
0.002113356922109546,0.002113356922109546,0.0018024858545288773,0.002080466992592794,0.0020154945011800433,8.20394452744188e-05
0.0020796691585345467,0.0020796691585345467,0.0018065284211038822,0.0021560583922573618,0.002130226940927007,5.788327067437235e-05
0.001993218670640752,0.001993218670640752,0.0017473795313875575,0.002075346740268571,0.002095429806975071,4.519899243718782e-05
0.0018357599915007706,0.0018357599915007706,0.0016689231129331725,0.0019199089593794885,0.002006316980586325,7.119468228532518e-05
0.001525639244522516,0.001525639244522516,0.0015361042551435716,0.0015904986186935585,0.0018516167335473012,0.00011773903394601221
0.0014410812131093339,0.0014410812131093339,0.001307975284696842,0.0012135207094550063,0.001538189012135608,0.00022051823293141385
0.0015379142706634067,0.0015379142706634067,0.0013414917920266684,0.001350176581050884,0.001451909634452086,0.00020827674903687853
0.001599723912834607,0.001599723912834607,0.0012822925735379827,0.0015348225952935676,0.0015550668063084637,0.00012333337136562452
0.0017692550313904007,0.0017692550313904007,0.001434308175389901,0.0016039128308618525,0.0016110416225348513,0.00013910829735622326
0.0018915587373046993,0.0018915587373046993,0.0017195145769344712,0.0018151093263613198,0.0017793307511312837,0.00022146707632319867
0.001856505057441556,0.001856505057441556,0.0016424959042026926,0.0018694666922084832,0.0019001346019987925,0.00010756471385945236
0.0018639630900797398,0.0018639630900797398,0.0015632956019422024,0.0019002510892035536,0.0018664907953042686,2.117217656121717e-05
0.0020284042171679335,0.0020284042171679335,0.0016864003929007677,0.0019022397656512488,0.0018790779650482783,3.316093795816163e-05
0.0021484714397544584,0.0021484714397544584,0.0018653256231792024,0.0020336307539085257,0.002034041300393411,8.35042761124664e-05
0.002254280386278668,0.002254280386278668,0.0020108549510518205,0.002264690747156543,0.00217338176043426,9.28218083503569e-05
0.0021925822285705074,0.0021925822285705074,0.0019156151145463406,0.002238336146599666,0.0022671085134308372,5.5141378599964224e-05
0.0020689527531276065,0.0020689527531276065,0.0018812239913553763,0.0020766242094238255,0.0022019765566907825,6.005045669930722e-05
0.002081116294805459,0.002081116294805459,0.0017471883434291404,0.0021005163097532953,0.0020829639913440895,2.1900175548031343e-05
0.002158874082794508,0.002158874082794508,0.0018445297130634162,0.002137420799563289,0.0020953084528620427,1.5677565030209543e-05
0.002139687637587674,0.002139687637587674,0.0018322715881661246,0.002214547174471753,0.002168950019390519,0.0
0.0020718772901497018,0.0020718772901497018,0.0017935061581384388,0.0021300131763051545,0.002148480390503282,2.9930389029590558e-05
0.0021086109574891066,0.0021086109574891066,0.0018192692725799704,0.0021566149072474675,0.002079574104695665,2.357614033881058e-05
